User,User Category,Medicine Name,Category,Stock,Restock Frequency,Supplier Reliability,disease_score_1,disease_score_2,disease_score_3
User_18,Apotics,Amoxicillin,Antibiotic,475,9,0.8288970438216805,,,
User_18,Apotics,Azithromycin,Antibiotic,118,11,0.8442718002259209,,,
User_18,Apotics,Ciprofloxacin,Antibiotic,454,16,0.9812059882647594,,,
User_18,Apotics,Doxycycline,Antibiotic,405,12,0.8893511937870119,,,
User_18,Apotics,Clindamycin,Antibiotic,175,13,0.9711739990781124,,,
User_18,Apotics,Oseltamivir,Antiviral,468,7,0.9340639190290307,,,
User_18,Apotics,Acyclovir,Antiviral,149,12,0.717184075323287,,,
User_18,Apotics,Remdesivir,Antiviral,223,18,0.7406062246833056,,,
User_18,Apotics,Favipiravir,Antiviral,80,26,0.8970865468801419,,,
User_18,Apotics,Zanamivir,Antiviral,85,27,0.7206874049069263,,,
User_18,Apotics,Metformin,Diabetes,413,16,0.78465612240796,,,
User_18,Apotics,Insulin,Diabetes,269,13,0.7740936397216,,,
User_18,Apotics,Glipizide,Diabetes,269,20,0.7748638599548519,,,
User_18,Apotics,Sitagliptin,Diabetes,385,22,0.9278194787253891,,,
User_18,Apotics,Pioglitazone,Diabetes,155,19,0.7804417060286539,,,
User_18,Apotics,Atorvastatin,Cardiovascular,378,19,0.9559268870210951,,,
User_18,Apotics,Simvastatin,Cardiovascular,156,26,0.8859098320598247,,,
User_18,Apotics,Lisinopril,Cardiovascular,412,27,0.8597262046825651,,,
User_18,Apotics,Amlodipine,Cardiovascular,466,13,0.7259273832287639,,,
User_18,Apotics,Losartan,Cardiovascular,448,24,0.9197346195514269,,,
User_18,Apotics,Furosemide,Cardiovascular,252,26,0.7383964625600759,,,
User_18,Apotics,Hydrochlorothiazide,Cardiovascular,481,13,0.8180343539690774,,,
User_18,Apotics,Spironolactone,Cardiovascular,203,18,0.9363139046583127,,,
User_18,Apotics,Warfarin,Cardiovascular,191,11,0.994389127149174,,,
User_18,Apotics,Clopidogrel,Cardiovascular,131,11,0.8962523804422223,,,
User_18,Apotics,Dexamethasone,Immunosuppressant,267,11,0.8695990763714829,,,
User_18,Apotics,Prednisone,Immunosuppressant,452,25,0.9916015988894611,,,
User_18,Apotics,Hydrocortisone,Immunosuppressant,433,18,0.8048519116260456,,,
User_18,Apotics,Methotrexate,Immunosuppressant,474,7,0.7453740486204803,,,
User_18,Apotics,Mycophenolate,Immunosuppressant,245,16,0.7266520735262693,,,
User_18,Apotics,Levothyroxine,Endocrine,135,29,0.8635316584782099,,,
User_18,Apotics,Propylthiouracil,Endocrine,201,8,0.8211933628979644,,,
User_18,Apotics,Methimazole,Endocrine,92,15,0.9375099965360054,,,
User_18,Apotics,Fluoxetine,Psychiatric,226,23,0.8838700482585847,,,
User_18,Apotics,Sertraline,Psychiatric,247,8,0.8454088861390141,,,
User_18,Apotics,Diazepam,Psychiatric,390,11,0.9837094441000847,,,
User_18,Apotics,Lorazepam,Psychiatric,161,8,0.7292687530717898,,,
User_18,Apotics,Alprazolam,Psychiatric,193,22,0.8380486793465318,,,
User_18,Apotics,Haloperidol,Psychiatric,216,28,0.7871762679419065,,,
User_18,Apotics,Risperidone,Psychiatric,473,12,0.9419210851698518,,,
User_18,Apotics,Omeprazole,Gastrointestinal,187,9,0.7155869732662805,,,
User_18,Apotics,Ranitidine,Gastrointestinal,368,23,0.7604091346407923,,,
User_18,Apotics,Pantoprazole,Gastrointestinal,440,27,0.7494119060296888,,,
User_18,Apotics,Esomeprazole,Gastrointestinal,432,10,0.9270254517065906,,,
User_18,Apotics,Lansoprazole,Gastrointestinal,263,21,0.7614643822452137,,,
User_19,Apotics,Paracetamol,Painkiller,262,21,0.9638745564854587,,,
User_19,Apotics,Ibuprofen,Painkiller,141,20,0.7716388634144618,,,
User_19,Apotics,Aspirin,Painkiller,217,23,0.7081502263676679,,,
User_19,Apotics,Naproxen,Painkiller,458,9,0.972766061758468,,,
User_19,Apotics,Ketoprofen,Painkiller,146,16,0.849343752410287,,,
User_19,Apotics,Amoxicillin,Antibiotic,311,13,0.8970340314172882,,,
User_19,Apotics,Azithromycin,Antibiotic,138,24,0.7280223915925886,,,
User_19,Apotics,Ciprofloxacin,Antibiotic,246,25,0.7586827819133545,,,
User_19,Apotics,Doxycycline,Antibiotic,317,16,0.7282108313302799,,,
User_19,Apotics,Clindamycin,Antibiotic,346,10,0.7829325071750188,,,
User_19,Apotics,Oseltamivir,Antiviral,121,29,0.8928023973017271,,,
User_19,Apotics,Acyclovir,Antiviral,448,22,0.9690873791270602,,,
User_19,Apotics,Remdesivir,Antiviral,259,16,0.8342808820960651,,,
User_19,Apotics,Favipiravir,Antiviral,317,8,0.795028503120258,,,
User_19,Apotics,Zanamivir,Antiviral,436,19,0.9718429764297299,,,
User_19,Apotics,Metformin,Diabetes,163,17,0.9950564418145667,,,
User_19,Apotics,Insulin,Diabetes,466,7,0.7100150805359143,,,
User_19,Apotics,Glipizide,Diabetes,57,11,0.9197905704102498,,,
User_19,Apotics,Sitagliptin,Diabetes,225,17,0.7939485984451846,,,
User_19,Apotics,Pioglitazone,Diabetes,415,28,0.9570621808225281,,,
User_19,Apotics,Atorvastatin,Cardiovascular,186,18,0.9219190996256622,,,
User_19,Apotics,Simvastatin,Cardiovascular,424,22,0.9965247968236229,,,
User_19,Apotics,Lisinopril,Cardiovascular,158,29,0.7367301695076822,,,
User_19,Apotics,Amlodipine,Cardiovascular,207,19,0.7969033595158641,,,
User_19,Apotics,Losartan,Cardiovascular,461,12,0.9939347373563565,,,
User_19,Apotics,Furosemide,Cardiovascular,108,29,0.7389479346855152,,,
User_19,Apotics,Hydrochlorothiazide,Cardiovascular,374,9,0.8582198866368029,,,
User_19,Apotics,Spironolactone,Cardiovascular,330,26,0.9670774159053406,,,
User_19,Apotics,Warfarin,Cardiovascular,431,11,0.992037216992852,,,
User_19,Apotics,Clopidogrel,Cardiovascular,314,26,0.9754623998868326,,,
User_19,Apotics,Dexamethasone,Immunosuppressant,183,25,0.9278747230343896,,,
User_19,Apotics,Prednisone,Immunosuppressant,426,17,0.9703888032323946,,,
User_19,Apotics,Hydrocortisone,Immunosuppressant,413,18,0.7942182384978196,,,
User_19,Apotics,Methotrexate,Immunosuppressant,265,8,0.9457765314614384,,,
User_19,Apotics,Mycophenolate,Immunosuppressant,125,22,0.9136042060992342,,,
User_19,Apotics,Levothyroxine,Endocrine,297,7,0.7719622338267834,,,
User_19,Apotics,Propylthiouracil,Endocrine,229,8,0.8043824234746499,,,
User_19,Apotics,Methimazole,Endocrine,480,24,0.9246479010889919,,,
User_19,Apotics,Fluoxetine,Psychiatric,490,29,0.8862785702435293,,,
User_19,Apotics,Sertraline,Psychiatric,199,23,0.9524342659254279,,,
User_19,Apotics,Diazepam,Psychiatric,188,21,0.7761924623716074,,,
User_19,Apotics,Lorazepam,Psychiatric,338,26,0.921788420549432,,,
User_19,Apotics,Alprazolam,Psychiatric,467,8,0.7944758765838903,,,
User_19,Apotics,Haloperidol,Psychiatric,297,21,0.7524644311527878,,,
User_19,Apotics,Risperidone,Psychiatric,250,26,0.7681538671070545,,,
User_19,Apotics,Omeprazole,Gastrointestinal,296,29,0.7231234035854381,,,
User_19,Apotics,Ranitidine,Gastrointestinal,116,10,0.9599159542754025,,,
User_19,Apotics,Pantoprazole,Gastrointestinal,352,12,0.8081133459791042,,,
User_19,Apotics,Esomeprazole,Gastrointestinal,70,9,0.9289465873776668,,,
User_19,Apotics,Lansoprazole,Gastrointestinal,486,20,0.9277746199182528,,,
User_20,Hospital,Paracetamol,Painkiller,450,13,0.9422188091019854,,,
User_20,Hospital,Ibuprofen,Painkiller,301,19,0.9696542164540742,,,
User_20,Hospital,Aspirin,Painkiller,164,7,0.9622680172415055,,,
User_20,Hospital,Naproxen,Painkiller,268,29,0.7507243211067978,,,
User_20,Hospital,Ketoprofen,Painkiller,403,20,0.8381074813605779,,,
User_20,Hospital,Amoxicillin,Antibiotic,149,27,0.8639944660563366,,,
User_20,Hospital,Azithromycin,Antibiotic,84,25,0.9930400985531977,,,
User_20,Hospital,Ciprofloxacin,Antibiotic,383,26,0.7054000266835645,,,
User_20,Hospital,Doxycycline,Antibiotic,473,20,0.9754229656597452,,,
User_20,Hospital,Clindamycin,Antibiotic,264,28,0.9575025030397363,,,
User_20,Hospital,Oseltamivir,Antiviral,132,20,0.9732310484931745,,,
User_20,Hospital,Acyclovir,Antiviral,475,25,0.9414720330524315,,,
User_20,Hospital,Remdesivir,Antiviral,222,13,0.8864033491760589,,,
User_20,Hospital,Favipiravir,Antiviral,122,29,0.8598027660284665,,,
User_20,Hospital,Zanamivir,Antiviral,324,21,0.8349526623917678,,,
User_20,Hospital,Metformin,Diabetes,169,12,0.7360741679535027,,,
User_20,Hospital,Insulin,Diabetes,213,14,0.77899473512596,,,
User_20,Hospital,Glipizide,Diabetes,314,7,0.8406303896393517,,,
User_20,Hospital,Sitagliptin,Diabetes,138,20,0.8795072452893277,,,
User_20,Hospital,Pioglitazone,Diabetes,276,15,0.7899757334520954,,,
User_20,Hospital,Atorvastatin,Cardiovascular,271,15,0.714442850793506,,,
User_20,Hospital,Simvastatin,Cardiovascular,117,14,0.9631785288478538,,,
User_20,Hospital,Lisinopril,Cardiovascular,174,20,0.8021217530048694,,,
User_20,Hospital,Amlodipine,Cardiovascular,169,29,0.8593949561704177,,,
User_20,Hospital,Losartan,Cardiovascular,111,23,0.7855871015071949,,,
User_20,Hospital,Furosemide,Cardiovascular,317,9,0.7803330026465002,,,
User_20,Hospital,Hydrochlorothiazide,Cardiovascular,99,27,0.8564337067130768,,,
User_20,Hospital,Spironolactone,Cardiovascular,374,22,0.949412054315713,,,
User_20,Hospital,Warfarin,Cardiovascular,221,7,0.9212697247278481,,,
User_20,Hospital,Clopidogrel,Cardiovascular,250,15,0.9007600788814235,,,
User_20,Hospital,Dexamethasone,Immunosuppressant,265,7,0.7075425874831818,,,
User_20,Hospital,Prednisone,Immunosuppressant,392,21,0.7246621191135345,,,
User_20,Hospital,Hydrocortisone,Immunosuppressant,487,18,0.8393299708676628,,,
User_20,Hospital,Methotrexate,Immunosuppressant,64,15,0.802244709936954,,,
User_20,Hospital,Mycophenolate,Immunosuppressant,357,28,0.8821268736156263,,,
User_20,Hospital,Levothyroxine,Endocrine,356,12,0.8775091486918977,,,
User_20,Hospital,Propylthiouracil,Endocrine,206,25,0.7712300405124418,,,
User_20,Hospital,Methimazole,Endocrine,397,10,0.8153533982934438,,,
User_20,Hospital,Fluoxetine,Psychiatric,478,9,0.8956672778636418,,,
User_20,Hospital,Sertraline,Psychiatric,243,8,0.8418691398432714,,,
User_20,Hospital,Diazepam,Psychiatric,410,7,0.7806876837479413,,,
User_20,Hospital,Lorazepam,Psychiatric,471,12,0.967444004687052,,,
User_20,Hospital,Alprazolam,Psychiatric,259,23,0.7119297894965708,,,
User_20,Hospital,Haloperidol,Psychiatric,311,14,0.7716569981205783,,,
User_20,Hospital,Risperidone,Psychiatric,411,7,0.8351395904973454,,,
User_20,Hospital,Omeprazole,Gastrointestinal,158,23,0.8867559087189235,,,
User_20,Hospital,Ranitidine,Gastrointestinal,191,9,0.8342404423967373,,,
User_20,Hospital,Pantoprazole,Gastrointestinal,389,23,0.8549717885337937,,,
User_20,Hospital,Esomeprazole,Gastrointestinal,98,20,0.7148490560480999,,,
User_20,Hospital,Lansoprazole,Gastrointestinal,185,17,0.9531773837835171,,,
User_21,Apotics,Paracetamol,Painkiller,402,13,0.9407757038739438,,,
User_21,Apotics,Ibuprofen,Painkiller,482,16,0.7880466469624364,,,
User_21,Apotics,Aspirin,Painkiller,431,15,0.8191045123711574,,,
User_21,Apotics,Naproxen,Painkiller,86,23,0.8851199548353403,,,
User_21,Apotics,Ketoprofen,Painkiller,393,27,0.8035669428405076,,,
User_21,Apotics,Amoxicillin,Antibiotic,472,29,0.9622667574055528,,,
User_21,Apotics,Azithromycin,Antibiotic,446,17,0.7134560704070706,,,
User_21,Apotics,Ciprofloxacin,Antibiotic,444,19,0.9788280083419342,,,
User_21,Apotics,Doxycycline,Antibiotic,94,7,0.8169617058824632,,,
User_21,Apotics,Clindamycin,Antibiotic,68,18,0.9646775668284543,,,
User_21,Apotics,Oseltamivir,Antiviral,494,27,0.7774519762573507,,,
User_21,Apotics,Acyclovir,Antiviral,494,22,0.789018292331227,,,
User_21,Apotics,Remdesivir,Antiviral,139,13,0.9862099382755122,,,
User_21,Apotics,Favipiravir,Antiviral,57,20,0.7153406144326302,,,
User_21,Apotics,Zanamivir,Antiviral,480,29,0.7121676212634044,,,
User_21,Apotics,Metformin,Diabetes,389,24,0.7770082684930137,,,
User_21,Apotics,Insulin,Diabetes,373,7,0.8368709526866626,,,
User_21,Apotics,Glipizide,Diabetes,131,11,0.7363075001455579,,,
User_21,Apotics,Sitagliptin,Diabetes,461,14,0.9253534143425255,,,
User_21,Apotics,Pioglitazone,Diabetes,274,18,0.724054004224571,,,
User_21,Apotics,Atorvastatin,Cardiovascular,192,15,0.9825177134856775,,,
User_21,Apotics,Simvastatin,Cardiovascular,496,15,0.893935027037382,,,
User_21,Apotics,Lisinopril,Cardiovascular,356,17,0.8796077206957292,,,
User_21,Apotics,Amlodipine,Cardiovascular,447,24,0.741661397918955,,,
User_21,Apotics,Losartan,Cardiovascular,250,13,0.9621095780399035,,,
User_21,Apotics,Furosemide,Cardiovascular,133,12,0.736167524921107,,,
User_21,Apotics,Hydrochlorothiazide,Cardiovascular,51,12,0.9487053197636472,,,
User_21,Apotics,Spironolactone,Cardiovascular,399,14,0.9460037887358068,,,
User_21,Apotics,Warfarin,Cardiovascular,474,18,0.7885122122962468,,,
User_21,Apotics,Clopidogrel,Cardiovascular,370,29,0.8731599660203653,,,
User_21,Apotics,Dexamethasone,Immunosuppressant,406,27,0.9424067889719658,,,
User_21,Apotics,Prednisone,Immunosuppressant,176,29,0.9450169607675634,,,
User_21,Apotics,Hydrocortisone,Immunosuppressant,343,27,0.9077478480007676,,,
User_21,Apotics,Methotrexate,Immunosuppressant,195,10,0.9018899867183297,,,
User_21,Apotics,Mycophenolate,Immunosuppressant,424,15,0.7918940496334638,,,
User_21,Apotics,Levothyroxine,Endocrine,171,18,0.9395141021555058,,,
User_21,Apotics,Propylthiouracil,Endocrine,244,18,0.9749905707523622,,,
User_21,Apotics,Methimazole,Endocrine,112,29,0.7956600454963416,,,
User_21,Apotics,Fluoxetine,Psychiatric,97,28,0.9116757587931474,,,
User_21,Apotics,Sertraline,Psychiatric,466,13,0.8535044159744535,,,
User_21,Apotics,Diazepam,Psychiatric,205,11,0.8937221530286836,,,
User_21,Apotics,Lorazepam,Psychiatric,470,7,0.8037632382213572,,,
User_21,Apotics,Alprazolam,Psychiatric,197,25,0.7076343279717252,,,
User_21,Apotics,Haloperidol,Psychiatric,493,24,0.8910706952364229,,,
User_21,Apotics,Risperidone,Psychiatric,476,21,0.7215135666542952,,,
User_21,Apotics,Omeprazole,Gastrointestinal,175,17,0.793365248519018,,,
User_21,Apotics,Ranitidine,Gastrointestinal,343,11,0.8593256034655729,,,
User_21,Apotics,Pantoprazole,Gastrointestinal,225,26,0.8740664556355088,,,
User_21,Apotics,Esomeprazole,Gastrointestinal,370,10,0.7502079199415883,,,
User_21,Apotics,Lansoprazole,Gastrointestinal,483,11,0.7685460240264312,,,
User_22,Hospital,Paracetamol,Painkiller,393,9,0.9892052221353107,,,
User_22,Hospital,Ibuprofen,Painkiller,309,20,0.709286737275803,,,
User_22,Hospital,Aspirin,Painkiller,497,16,0.8186302803978742,,,
User_22,Hospital,Naproxen,Painkiller,311,21,0.846355359157722,,,
User_22,Hospital,Ketoprofen,Painkiller,475,11,0.9506440709146983,,,
User_22,Hospital,Amoxicillin,Antibiotic,86,16,0.8124410703345388,,,
User_22,Hospital,Azithromycin,Antibiotic,84,29,0.8332383139497255,,,
User_22,Hospital,Ciprofloxacin,Antibiotic,323,15,0.9952039489631392,,,
User_22,Hospital,Doxycycline,Antibiotic,126,21,0.745475287860964,,,
User_22,Hospital,Clindamycin,Antibiotic,450,19,0.9912226461031745,,,
User_22,Hospital,Oseltamivir,Antiviral,327,10,0.99403269772413,,,
User_22,Hospital,Acyclovir,Antiviral,354,19,0.8625114437230011,,,
User_22,Hospital,Remdesivir,Antiviral,391,27,0.9500949885812757,,,
User_22,Hospital,Favipiravir,Antiviral,484,9,0.7906999748054481,,,
User_22,Hospital,Zanamivir,Antiviral,465,19,0.7583871510114616,,,
User_22,Hospital,Metformin,Diabetes,390,20,0.903216196455615,,,
User_22,Hospital,Insulin,Diabetes,70,18,0.9492065531560231,,,
User_22,Hospital,Glipizide,Diabetes,373,25,0.749572615132781,,,
User_22,Hospital,Sitagliptin,Diabetes,496,9,0.745156447499024,,,
User_22,Hospital,Pioglitazone,Diabetes,403,17,0.7621927009562673,,,
User_22,Hospital,Atorvastatin,Cardiovascular,322,9,0.9640944286446781,,,
User_22,Hospital,Simvastatin,Cardiovascular,153,28,0.8708132083546848,,,
User_22,Hospital,Lisinopril,Cardiovascular,299,25,0.76039363234673,,,
User_22,Hospital,Amlodipine,Cardiovascular,390,14,0.7118378598672698,,,
User_22,Hospital,Losartan,Cardiovascular,194,11,0.8629073751872989,,,
User_22,Hospital,Furosemide,Cardiovascular,196,27,0.8797361755120976,,,
User_22,Hospital,Hydrochlorothiazide,Cardiovascular,359,19,0.8375399273707773,,,
User_22,Hospital,Spironolactone,Cardiovascular,295,27,0.9237580115881036,,,
User_22,Hospital,Warfarin,Cardiovascular,54,23,0.9042267678881457,,,
User_22,Hospital,Clopidogrel,Cardiovascular,474,20,0.7103383778275,,,
User_22,Hospital,Dexamethasone,Immunosuppressant,119,23,0.9847336429268321,,,
User_22,Hospital,Prednisone,Immunosuppressant,203,22,0.728101726211773,,,
User_22,Hospital,Hydrocortisone,Immunosuppressant,357,12,0.8766194566393959,,,
User_22,Hospital,Methotrexate,Immunosuppressant,299,10,0.785735066657761,,,
User_22,Hospital,Mycophenolate,Immunosuppressant,466,29,0.8159621520469084,,,
User_22,Hospital,Levothyroxine,Endocrine,252,25,0.8731837087699393,,,
User_22,Hospital,Propylthiouracil,Endocrine,228,27,0.9942218030750288,,,
User_22,Hospital,Methimazole,Endocrine,131,25,0.8806350956064338,,,
User_22,Hospital,Fluoxetine,Psychiatric,288,10,0.9419768026978831,,,
User_22,Hospital,Sertraline,Psychiatric,212,22,0.9988368848918323,,,
User_22,Hospital,Diazepam,Psychiatric,377,26,0.7009503545742105,,,
User_22,Hospital,Lorazepam,Psychiatric,386,23,0.789530473708563,,,
User_22,Hospital,Alprazolam,Psychiatric,377,25,0.7935697240012841,,,
User_22,Hospital,Haloperidol,Psychiatric,372,11,0.8531297467012696,,,
User_22,Hospital,Risperidone,Psychiatric,238,29,0.7057348283289292,,,
User_22,Hospital,Omeprazole,Gastrointestinal,71,28,0.9168120873094685,,,
User_22,Hospital,Ranitidine,Gastrointestinal,103,16,0.7403305388224365,,,
User_22,Hospital,Pantoprazole,Gastrointestinal,175,27,0.807614657625104,,,
User_22,Hospital,Esomeprazole,Gastrointestinal,243,15,0.7836279617243659,,,
User_22,Hospital,Lansoprazole,Gastrointestinal,233,21,0.99716380983104,,,
User_23,Apotics,Paracetamol,Painkiller,419,14,0.9983945924679993,,,
User_23,Apotics,Ibuprofen,Painkiller,376,13,0.7132485808533493,,,
User_23,Apotics,Aspirin,Painkiller,341,11,0.9221428395860557,,,
User_23,Apotics,Naproxen,Painkiller,86,19,0.9260283766770907,,,
User_23,Apotics,Ketoprofen,Painkiller,438,15,0.9298347798386759,,,
User_23,Apotics,Amoxicillin,Antibiotic,213,9,0.8840812342712375,,,
User_23,Apotics,Azithromycin,Antibiotic,153,29,0.8462883429001633,,,
User_23,Apotics,Ciprofloxacin,Antibiotic,479,20,0.8222629093097292,,,
User_23,Apotics,Doxycycline,Antibiotic,463,12,0.7918412022638779,,,
User_23,Apotics,Clindamycin,Antibiotic,121,9,0.8896269488518727,,,
User_23,Apotics,Oseltamivir,Antiviral,222,8,0.7018266244719517,,,
User_23,Apotics,Acyclovir,Antiviral,132,12,0.7898697033861621,,,
User_23,Apotics,Remdesivir,Antiviral,473,23,0.8501872804211253,,,
User_23,Apotics,Favipiravir,Antiviral,283,22,0.843477965258567,,,
User_23,Apotics,Zanamivir,Antiviral,371,8,0.913033016926512,,,
User_23,Apotics,Metformin,Diabetes,233,21,0.7633337413498408,,,
User_23,Apotics,Insulin,Diabetes,339,13,0.8203918072659137,,,
User_23,Apotics,Glipizide,Diabetes,264,20,0.7456988768393606,,,
User_23,Apotics,Sitagliptin,Diabetes,104,28,0.7964487103743646,,,
User_23,Apotics,Pioglitazone,Diabetes,102,13,0.7678086993447999,,,
User_23,Apotics,Atorvastatin,Cardiovascular,282,27,0.7101007534641618,,,
User_23,Apotics,Simvastatin,Cardiovascular,452,27,0.8248364284213276,,,
User_23,Apotics,Lisinopril,Cardiovascular,330,28,0.7563528557613322,,,
User_23,Apotics,Amlodipine,Cardiovascular,232,29,0.9600800405055652,,,
User_23,Apotics,Losartan,Cardiovascular,123,16,0.946429597492778,,,
User_23,Apotics,Furosemide,Cardiovascular,103,26,0.8911272511242715,,,
User_23,Apotics,Hydrochlorothiazide,Cardiovascular,419,20,0.8389518150254025,,,
User_23,Apotics,Spironolactone,Cardiovascular,415,26,0.7909582178383138,,,
User_23,Apotics,Warfarin,Cardiovascular,384,28,0.8689866792861444,,,
User_23,Apotics,Clopidogrel,Cardiovascular,309,19,0.9750375072107005,,,
User_23,Apotics,Dexamethasone,Immunosuppressant,313,24,0.8204336892739581,,,
User_23,Apotics,Prednisone,Immunosuppressant,464,20,0.9645976509164907,,,
User_23,Apotics,Hydrocortisone,Immunosuppressant,297,8,0.9165164658151538,,,
User_23,Apotics,Methotrexate,Immunosuppressant,410,18,0.8207339912301006,,,
User_23,Apotics,Mycophenolate,Immunosuppressant,490,23,0.8533387417711689,,,
User_23,Apotics,Levothyroxine,Endocrine,203,24,0.7828508673462699,,,
User_23,Apotics,Propylthiouracil,Endocrine,343,23,0.7188068864865598,,,
User_23,Apotics,Methimazole,Endocrine,355,14,0.7011459767975748,,,
User_23,Apotics,Fluoxetine,Psychiatric,374,18,0.9222712168456214,,,
User_23,Apotics,Sertraline,Psychiatric,206,17,0.9480143979793055,,,
User_23,Apotics,Diazepam,Psychiatric,156,25,0.8694953073025761,,,
User_23,Apotics,Lorazepam,Psychiatric,211,18,0.8715427490821461,,,
User_23,Apotics,Alprazolam,Psychiatric,387,21,0.9828951450448127,,,
User_23,Apotics,Haloperidol,Psychiatric,132,23,0.813194098421897,,,
User_23,Apotics,Risperidone,Psychiatric,105,18,0.9025420183449004,,,
User_23,Apotics,Omeprazole,Gastrointestinal,450,29,0.8481442121370786,,,
User_23,Apotics,Ranitidine,Gastrointestinal,466,29,0.7013089808950926,,,
User_23,Apotics,Pantoprazole,Gastrointestinal,72,27,0.9139138151902956,,,
User_23,Apotics,Esomeprazole,Gastrointestinal,62,11,0.9898142515386031,,,
User_23,Apotics,Lansoprazole,Gastrointestinal,413,17,0.9852318123194015,,,
User_24,Apotics,Paracetamol,Painkiller,480,15,0.7316094766752569,,,
User_24,Apotics,Ibuprofen,Painkiller,260,18,0.9998398744646892,,,
User_24,Apotics,Aspirin,Painkiller,450,11,0.8495712398517128,,,
User_24,Apotics,Naproxen,Painkiller,408,15,0.8427903193034967,,,
User_24,Apotics,Ketoprofen,Painkiller,195,20,0.9312341854791639,,,
User_24,Apotics,Amoxicillin,Antibiotic,410,13,0.9302702885553755,,,
User_24,Apotics,Azithromycin,Antibiotic,259,11,0.946653966044927,,,
User_24,Apotics,Ciprofloxacin,Antibiotic,80,8,0.7635982164095974,,,
User_24,Apotics,Doxycycline,Antibiotic,378,12,0.8416845412488945,,,
User_24,Apotics,Clindamycin,Antibiotic,489,28,0.7647222037529362,,,
User_24,Apotics,Oseltamivir,Antiviral,158,29,0.8823256366758168,,,
User_24,Apotics,Acyclovir,Antiviral,211,15,0.7409802710953517,,,
User_24,Apotics,Remdesivir,Antiviral,312,10,0.9215792374396992,,,
User_24,Apotics,Favipiravir,Antiviral,77,12,0.8934497812066942,,,
User_24,Apotics,Zanamivir,Antiviral,198,14,0.8404462423903091,,,
User_24,Apotics,Metformin,Diabetes,114,10,0.7256024009452974,,,
User_24,Apotics,Insulin,Diabetes,284,9,0.9000599981652765,,,
User_24,Apotics,Glipizide,Diabetes,98,28,0.9346046004798901,,,
User_24,Apotics,Sitagliptin,Diabetes,102,18,0.7299600463408534,,,
User_24,Apotics,Pioglitazone,Diabetes,123,20,0.7725666650662437,,,
User_24,Apotics,Atorvastatin,Cardiovascular,151,8,0.7057982892752803,,,
User_24,Apotics,Simvastatin,Cardiovascular,405,20,0.8240928024755906,,,
User_24,Apotics,Lisinopril,Cardiovascular,458,9,0.8212869241764607,,,
User_24,Apotics,Amlodipine,Cardiovascular,66,18,0.8785395024717044,,,
User_24,Apotics,Losartan,Cardiovascular,73,17,0.9632941058952345,,,
User_24,Apotics,Furosemide,Cardiovascular,427,12,0.9286927096065816,,,
User_24,Apotics,Hydrochlorothiazide,Cardiovascular,168,22,0.9318764445628345,,,
User_24,Apotics,Spironolactone,Cardiovascular,153,18,0.737665064428796,,,
User_24,Apotics,Warfarin,Cardiovascular,230,16,0.9310474635271287,,,
User_24,Apotics,Clopidogrel,Cardiovascular,271,15,0.7360621687361728,,,
User_24,Apotics,Dexamethasone,Immunosuppressant,183,13,0.7052657090099886,,,
User_24,Apotics,Prednisone,Immunosuppressant,202,7,0.9217079673363876,,,
User_24,Apotics,Hydrocortisone,Immunosuppressant,56,26,0.8925579876566065,,,
User_24,Apotics,Methotrexate,Immunosuppressant,61,22,0.8704277537013602,,,
User_24,Apotics,Mycophenolate,Immunosuppressant,422,10,0.8645146108586962,,,
User_24,Apotics,Levothyroxine,Endocrine,277,21,0.902674027585078,,,
User_24,Apotics,Propylthiouracil,Endocrine,209,17,0.9489289360862935,,,
User_24,Apotics,Methimazole,Endocrine,266,14,0.7621284754529714,,,
User_24,Apotics,Fluoxetine,Psychiatric,108,10,0.9698365637638304,,,
User_24,Apotics,Sertraline,Psychiatric,462,15,0.9812135314492962,,,
User_24,Apotics,Diazepam,Psychiatric,275,19,0.9242333219790082,,,
User_24,Apotics,Lorazepam,Psychiatric,477,10,0.9873369402964611,,,
User_24,Apotics,Alprazolam,Psychiatric,442,29,0.9355568629445226,,,
User_24,Apotics,Haloperidol,Psychiatric,145,26,0.8633446998400789,,,
User_24,Apotics,Risperidone,Psychiatric,192,28,0.8097042244784114,,,
User_24,Apotics,Omeprazole,Gastrointestinal,108,18,0.8859203714299267,,,
User_24,Apotics,Ranitidine,Gastrointestinal,490,16,0.7945441117397659,,,
User_24,Apotics,Pantoprazole,Gastrointestinal,388,17,0.9944959971557343,,,
User_24,Apotics,Esomeprazole,Gastrointestinal,409,10,0.8164497118380987,,,
User_24,Apotics,Lansoprazole,Gastrointestinal,461,17,0.7779714937728498,,,
User_25,Apotics,Paracetamol,Painkiller,98,21,0.975245752939597,,,
User_25,Apotics,Ibuprofen,Painkiller,265,28,0.840996480447381,,,
User_25,Apotics,Aspirin,Painkiller,96,15,0.906999921192683,,,
User_25,Apotics,Naproxen,Painkiller,331,23,0.9791820414539611,,,
User_25,Apotics,Ketoprofen,Painkiller,133,26,0.7690752762131544,,,
User_25,Apotics,Amoxicillin,Antibiotic,297,28,0.8246926560057717,,,
User_25,Apotics,Azithromycin,Antibiotic,471,8,0.7725679882338667,,,
User_25,Apotics,Ciprofloxacin,Antibiotic,110,27,0.9886930608963354,,,
User_25,Apotics,Doxycycline,Antibiotic,439,12,0.9785980861044649,,,
